['ENSG00000198763', 'ENSMUSG00000064345', 'ENSGALG00000043768', 'ENSRNOG00000031033', 'ENSOCUG00000029090', 'ENSMODG00000021566', 'ENSMMUG00000065356']
['ENSG00000169562', 'ENSMUSG00000047797', 'ENSGALG00000005541', 'ENSRNOG00000003746', 'ENSOCUG00000004588', 'ENSMODG00000004387', 'ENSMMUG00000000669']
['ENSG00000147130', 'ENSMUSG00000031310', 'ENSGALG00000005533', 'ENSRNOG00000003707', 'ENSOCUG00000012396', 'ENSMODG00000004419', 'ENSMMUG00000000667']
['ENSG00000147166', 'ENSMUSG00000031312', 'ENSGALG00000005493', 'ENSRNOG00000003596', 'ENSOCUG00000016643', 'ENSMODG00000004464', 'ENSMMUG00000020479']
['ENSG00000147162', 'ENSMUSG00000034160', 'ENSGALG00000005425', 'ENSRNOG00000003359', 'ENSOCUG00000016965', 'ENSMODG00000004615', 'ENSMMUG00000015238']
['ENSG00000102309', 'ENSMUSG00000079480', 'ENSGALG00000003878', 'ENSRNOG00000050051', 'ENSOCUG00000008715', 'ENSMODG00000050934', 'ENSMMUG00000055786']
['ENSG00000186871', 'ENSMUSG00000051220', 'ENSGALG00000003881', 'ENSRNOG00000003208', 'ENSOCUG00000008724', 'ENSMODG00000010916', 'ENSMMUG00000012957']
['ENSG00000067177', 'ENSMUSG00000034055', 'ENSGALG00000004801', 'ENSRNOG00000003063', 'ENSOCUG00000024271', 'ENSMODG00000011092', 'ENSMMUG00000007593']
['ENSG00000204116', 'ENSMUSG00000031327', 'ENSGALG00000040956', 'ENSRNOG00000037919', 'ENSOCUG00000009801', 'ENSMODG00000039479', 'ENSMMUG00000023236']
['ENSG00000147100', 'ENSMUSG00000033965', 'ENSGALG00000007748', 'ENSRNOG00000002832', 'ENSOCUG00000001197', 'ENSMODG00000011962', 'ENSMMUG00000013165']
['ENSG00000050030', 'ENSMUSG00000046449', 'ENSGALG00000007755', 'ENSRNOG00000021589', 'ENSOCUG00000008722', 'ENSMODG00000039979', 'ENSMMUG00000011440']
['ENSG00000131269', 'ENSMUSG00000031333', 'ENSGALG00000007788', 'ENSRNOG00000002790', 'ENSOCUG00000016847', 'ENSMODG00000011942', 'ENSMMUG00000015619']
['ENSG00000102383', 'ENSMUSG00000033906', 'ENSGALG00000007800', 'ENSRNOG00000002751', 'ENSOCUG00000011747', 'ENSMODG00000003871', 'ENSMMUG00000021207']
['ENSG00000196468', 'ENSMUSG00000031230', 'ENSGALG00000007806', 'ENSRNOG00000061530', 'ENSOCUG00000007576', 'ENSMODG00000003900', 'ENSMMUG00000011744']
['ENSG00000085224', 'ENSMUSG00000031229', 'ENSGALG00000007843', 'ENSRNOG00000056703', 'ENSOCUG00000007579', 'ENSMODG00000003920', 'ENSMMUG00000022574']
['ENSG00000102158', 'ENSMUSG00000031232', 'ENSGALG00000007861', 'ENSRNOG00000051408', 'ENSOCUG00000035601', 'ENSMODG00000003944', 'ENSMMUG00000014407']
['ENSG00000165240', 'ENSMUSG00000033792', 'ENSGALG00000007902', 'ENSRNOG00000061367', 'ENSOCUG00000014160', 'ENSMODG00000004010', 'ENSMMUG00000012871']
['ENSG00000173198', 'ENSMUSG00000052821', 'ENSGALG00000004128', 'ENSRNOG00000037845', 'ENSOCUG00000016192', 'ENSMODG00000004207', 'ENSMMUG00000013387']
['ENSG00000078596', 'ENSMUSG00000031239', 'ENSGALG00000004107', 'ENSRNOG00000002365', 'ENSOCUG00000008651', 'ENSMODG00000004233', 'ENSMMUG00000003564']
['ENSG00000122145', 'ENSMUSG00000031241', 'ENSGALG00000004093', 'ENSRNOG00000002346', 'ENSOCUG00000013685', 'ENSMODG00000004255', 'ENSMMUG00000054447']
['ENSG00000131171', 'ENSMUSG00000031246', 'ENSGALG00000007128', 'ENSRNOG00000002280', 'ENSOCUG00000014035', 'ENSMODG00000004322', 'ENSMMUG00000001689']
['ENSG00000196767', 'ENSMUSG00000056854', 'ENSGALG00000029329', 'ENSRNOG00000002784', 'ENSOCUG00000010927', 'ENSMODG00000014279', 'ENSMMUG00000003112']
['ENSG00000165259', 'ENSMUSG00000034551', 'ENSGALG00000007041', 'ENSRNOG00000037799', 'ENSOCUG00000000903', 'ENSMODG00000014307', 'ENSMMUG00000020536']
['ENSG00000155008', 'ENSMUSG00000025525', 'ENSGALG00000006978', 'ENSRNOG00000004512', 'ENSOCUG00000003369', 'ENSMODG00000014330', 'ENSMMUG00000004335']
['ENSG00000147180', 'ENSMUSG00000025529', 'ENSGALG00000006929', 'ENSRNOG00000022391', 'ENSOCUG00000023926', 'ENSMODG00000014346', 'ENSMMUG00000013603']
['ENSG00000124429', 'ENSMUSG00000034607', 'ENSGALG00000006919', 'ENSRNOG00000004795', 'ENSOCUG00000008812', 'ENSMODG00000014360', 'ENSMMUG00000013604']
['ENSG00000102271', 'ENSMUSG00000025597', 'ENSGALG00000006877', 'ENSRNOG00000005215', 'ENSOCUG00000001826', 'ENSMODG00000021177', 'ENSMMUG00000019383']
['ENSG00000165194', 'ENSMUSG00000051323', 'ENSGALG00000006822', 'ENSRNOG00000003929', 'ENSOCUG00000015865', 'ENSMODG00000009008', 'ENSMMUG00000011078']
['ENSG00000000005', 'ENSMUSG00000031250', 'ENSGALG00000006821', 'ENSRNOG00000060970', 'ENSOCUG00000011179', 'ENSMODG00000008987', 'ENSMMUG00000008212']
['ENSG00000102359', 'ENSMUSG00000031253', 'ENSGALG00000006796', 'ENSRNOG00000003715', 'ENSOCUG00000011186', 'ENSMODG00000011837', 'ENSMMUG00000008210']
['ENSG00000102362', 'ENSMUSG00000031255', 'ENSGALG00000006786', 'ENSRNOG00000003526', 'ENSOCUG00000011193', 'ENSMODG00000011808', 'ENSMMUG00000008209']
['ENSG00000101811', 'ENSMUSG00000031256', 'ENSGALG00000006760', 'ENSRNOG00000048025', 'ENSOCUG00000010468', 'ENSMODG00000011785', 'ENSMMUG00000013008']
['ENSG00000126950', 'ENSMUSG00000033578', 'ENSGALG00000050075', 'ENSRNOG00000001506', 'ENSOCUG00000011961', 'ENSMODG00000011752', 'ENSMMUG00000065018']
['ENSG00000102384', 'ENSMUSG00000031262', 'ENSGALG00000005038', 'ENSRNOG00000033335', 'ENSOCUG00000011953', 'ENSMODG00000011746', 'ENSMMUG00000007601']
['ENSG00000102385', 'ENSMUSG00000000223', 'ENSGALG00000005031', 'ENSRNOG00000026704', 'ENSOCUG00000004487', 'ENSMODG00000011719', 'ENSMMUG00000021579']
['ENSG00000010671', 'ENSMUSG00000031264', 'ENSGALG00000004958', 'ENSRNOG00000052407', 'ENSOCUG00000010621', 'ENSMODG00000011651', 'ENSMMUG00000019573']
['ENSG00000166432', 'ENSMUSG00000052676', 'ENSGALG00000046009', 'ENSRNOG00000024135', 'ENSOCUG00000004164', 'ENSMODG00000009552', 'ENSMMUG00000002151']
['ENSG00000188828', 'ENSMUSG00000018595', 'ENSGALG00000004936', 'ENSRNOG00000002391', 'ENSOCUG00000014781', 'ENSMODG00000011583', 'ENSMMUG00000006113']
['ENSG00000123560', 'ENSMUSG00000031425', 'ENSGALG00000000112', 'ENSRNOG00000002419', 'ENSOCUG00000014800', 'ENSMODG00000011542', 'ENSMMUG00000000809']
['ENSG00000123575', 'ENSMUSG00000042595', 'ENSGALG00000008872', 'ENSRNOG00000049849', 'ENSOCUG00000014228', 'ENSMODG00000010141', 'ENSMMUG00000022281']
['ENSG00000189108', 'ENSMUSG00000059203', 'ENSGALG00000008888', 'ENSRNOG00000062221', 'ENSOCUG00000002614', 'ENSMODG00000003219', 'ENSMMUG00000006683']
['ENSG00000133135', 'ENSMUSG00000031438', 'ENSGALG00000041977', 'ENSRNOG00000055721', 'ENSOCUG00000012328', 'ENSMODG00000002362', 'ENSMMUG00000021412']
['ENSG00000133138', 'ENSMUSG00000042473', 'ENSGALG00000009040', 'ENSRNOG00000054011', 'ENSOCUG00000012340', 'ENSMODG00000002345', 'ENSMMUG00000021413']
['ENSG00000165376', 'ENSMUSG00000047230', 'ENSGALG00000007311', 'ENSRNOG00000054495', 'ENSOCUG00000012629', 'ENSMODG00000002246', 'ENSMMUG00000013146']
['ENSG00000157514', 'ENSMUSG00000031431', 'ENSGALG00000027069', 'ENSRNOG00000056135', 'ENSOCUG00000012397', 'ENSMODG00000011427', 'ENSMMUG00000057348']
['ENSG00000080561', 'ENSMUSG00000000266', 'ENSGALG00000003860', 'ENSRNOG00000060542', 'ENSOCUG00000012407', 'ENSMODG00000011644', 'ENSMMUG00000005632']
['ENSG00000101842', 'ENSMUSG00000031430', 'ENSGALG00000008290', 'ENSRNOG00000054219', 'ENSOCUG00000010826', 'ENSMODG00000027596', 'ENSMMUG00000007189']
['ENSG00000068366', 'ENSMUSG00000031278', 'ENSGALG00000008088', 'ENSRNOG00000019180', 'ENSOCUG00000005010', 'ENSMODG00000011470', 'ENSMMUG00000004188']
['ENSG00000157600', 'ENSMUSG00000047045', 'ENSGALG00000008076', 'ENSRNOG00000012787', 'ENSOCUG00000016955', 'ENSMODG00000025395', 'ENSMMUG00000022822']
['ENSG00000101935', 'ENSMUSG00000042225', 'ENSGALG00000008074', 'ENSRNOG00000022166', 'ENSOCUG00000016969', 'ENSMODG00000011480', 'ENSMMUG00000023423']
['ENSG00000077264', 'ENSMUSG00000031284', 'ENSGALG00000008058', 'ENSRNOG00000004676', 'ENSOCUG00000007033', 'ENSMODG00000005255', 'ENSMMUG00000018763']
['ENSG00000077274', 'ENSMUSG00000067276', 'ENSGALG00000008006', 'ENSRNOG00000004882', 'ENSOCUG00000005540', 'ENSMODG00000005238', 'ENSMMUG00000015308']
['ENSG00000072315', 'ENSMUSG00000041710', 'ENSGALG00000007972', 'ENSRNOG00000027233', 'ENSOCUG00000009245', 'ENSMODG00000005054', 'ENSMMUG00000010424']
['ENSG00000126016', 'ENSMUSG00000041688', 'ENSGALG00000007952', 'ENSRNOG00000007345', 'ENSOCUG00000004881', 'ENSMODG00000005098', 'ENSMMUG00000007688']
['ENSG00000123496', 'ENSMUSG00000031289', 'ENSGALG00000020316', 'ENSRNOG00000032973', 'ENSOCUG00000014747', 'ENSMODG00000005037', 'ENSMMUG00000022224']
['ENSG00000130224', 'ENSMUSG00000031290', 'ENSGALG00000005882', 'ENSRNOG00000029582', 'ENSOCUG00000016267', 'ENSMODG00000005026', 'ENSMMUG00000017323']
['ENSG00000102024', 'ENSMUSG00000016382', 'ENSGALG00000005930', 'ENSRNOG00000027520', 'ENSOCUG00000006041', 'ENSMODG00000004940', 'ENSMMUG00000006377']
['ENSG00000180772', 'ENSMUSG00000068122', 'ENSGALG00000005936', 'ENSRNOG00000050006', 'ENSOCUG00000012363', 'ENSMODG00000004897', 'ENSMMUG00000055906']
['ENSG00000131725', 'ENSMUSG00000036769', 'ENSGALG00000005997', 'ENSRNOG00000029068', 'ENSOCUG00000013619', 'ENSMODG00000011281', 'ENSMMUG00000011497']
['ENSG00000147251', 'ENSMUSG00000031093', 'ENSGALG00000006017', 'ENSRNOG00000013321', 'ENSOCUG00000013642', 'ENSMODG00000011503', 'ENSMMUG00000011498']
['ENSG00000101856', 'ENSMUSG00000006373', 'ENSGALG00000020260', 'ENSRNOG00000012786', 'ENSOCUG00000010280', 'ENSMODG00000010181', 'ENSMMUG00000014466']
['ENSG00000077713', 'ENSMUSG00000037636', 'ENSGALG00000008682', 'ENSRNOG00000012756', 'ENSOCUG00000013248', 'ENSMODG00000045080', 'ENSMMUG00000020282']
['ENSG00000125354', 'ENSMUSG00000050379', 'ENSGALG00000008633', 'ENSRNOG00000043182', 'ENSOCUG00000003928', 'ENSMODG00000010221', 'ENSMMUG00000017669']
['ENSG00000187808', 'ENSMUSG00000044400', 'ENSGALG00000049840', 'ENSRNOG00000049392', 'ENSOCUG00000024229', 'ENSMODG00000038767', 'ENSMMUG00000010476']
['ENSG00000125351', 'ENSMUSG00000036572', 'ENSGALG00000008618', 'ENSRNOG00000039994', 'ENSOCUG00000010213', 'ENSMODG00000010232', 'ENSMMUG00000020222']
['ENSG00000101882', 'ENSMUSG00000016409', 'ENSGALG00000020262', 'ENSRNOG00000053813', 'ENSOCUG00000009613', 'ENSMODG00000046323', 'ENSMMUG00000012382']
['ENSG00000125355', 'ENSMUSG00000036502', 'ENSGALG00000008604', 'ENSRNOG00000028085', 'ENSOCUG00000004334', 'ENSMODG00000010283', 'ENSMMUG00000011074']
['ENSG00000101892', 'ENSMUSG00000016327', 'ENSGALG00000008593', 'ENSRNOG00000007059', 'ENSOCUG00000003951', 'ENSMODG00000010294', 'ENSMMUG00000000705']
['ENSG00000005893', 'ENSMUSG00000016534', 'ENSGALG00000008572', 'ENSRNOG00000000164', 'ENSOCUG00000024954', 'ENSMODG00000010311', 'ENSMMUG00000001484']
['ENSG00000125675', 'ENSMUSG00000001986', 'ENSGALG00000034109', 'ENSRNOG00000007682', 'ENSOCUG00000000315', 'ENSMODG00000015003', 'ENSMMUG00000009054']
['ENSG00000125676', 'ENSMUSG00000037475', 'ENSGALG00000008507', 'ENSRNOG00000007315', 'ENSOCUG00000005996', 'ENSMODG00000014984', 'ENSMMUG00000003745']
['ENSG00000101972', 'ENSMUSG00000025862', 'ENSGALG00000008482', 'ENSRNOG00000029885', 'ENSOCUG00000009879', 'ENSMODG00000014957', 'ENSMMUG00000043585']
['ENSG00000183918', 'ENSMUSG00000005696', 'ENSGALG00000008447', 'ENSRNOG00000006263', 'ENSOCUG00000005012', 'ENSMODG00000014931', 'ENSMMUG00000007585']
['ENSG00000102038', 'ENSMUSG00000031099', 'ENSGALG00000008431', 'ENSRNOG00000003762', 'ENSOCUG00000001047', 'ENSMODG00000013187', 'ENSMMUG00000008818']
['ENSG00000122121', 'ENSMUSG00000037005', 'ENSGALG00000025935', 'ENSRNOG00000004009', 'ENSOCUG00000010636', 'ENSMODG00000013216', 'ENSMMUG00000011474']
['ENSG00000188706', 'ENSMUSG00000036985', 'ENSGALG00000031551', 'ENSRNOG00000004581', 'ENSOCUG00000001779', 'ENSMODG00000013228', 'ENSMMUG00000020699']
['ENSG00000085185', 'ENSMUSG00000036959', 'ENSGALG00000003976', 'ENSRNOG00000005076', 'ENSOCUG00000002913', 'ENSMODG00000013250', 'ENSMMUG00000008781']
['ENSG00000156709', 'ENSMUSG00000036932', 'ENSGALG00000004003', 'ENSRNOG00000006067', 'ENSOCUG00000002920', 'ENSMODG00000013265', 'ENSMMUG00000004954']
['ENSG00000134594', 'ENSMUSG00000031104', 'ENSGALG00000024049', 'ENSRNOG00000006698', 'ENSOCUG00000002932', 'ENSMODG00000013269', 'ENSMMUG00000049309']
['ENSG00000102078', 'ENSMUSG00000031105', 'ENSGALG00000004063', 'ENSRNOG00000006871', 'ENSOCUG00000010391', 'ENSMODG00000019802', 'ENSMMUG00000008386']
['ENSG00000147262', 'ENSMUSG00000051209', 'ENSGALG00000004069', 'ENSRNOG00000024517', 'ENSOCUG00000011805', 'ENSMODG00000019801', 'ENSMMUG00000008388']
['ENSG00000165675', 'ENSMUSG00000031109', 'ENSGALG00000004079', 'ENSRNOG00000030622', 'ENSOCUG00000012625', 'ENSMODG00000015416', 'ENSMMUG00000013162']
['ENSG00000147256', 'ENSMUSG00000036198', 'ENSGALG00000007160', 'ENSRNOG00000007552', 'ENSOCUG00000015299', 'ENSMODG00000015393', 'ENSMMUG00000011154']
['ENSG00000147255', 'ENSMUSG00000031111', 'ENSGALG00000030005', 'ENSRNOG00000007600', 'ENSOCUG00000009769', 'ENSMODG00000002676', 'ENSMMUG00000011152']
['ENSG00000134602', 'ENSMUSG00000031112', 'ENSGALG00000006049', 'ENSRNOG00000007879', 'ENSOCUG00000007358', 'ENSMODG00000015323', 'ENSMMUG00000003475']
['ENSG00000165694', 'ENSMUSG00000036131', 'ENSGALG00000023843', 'ENSRNOG00000024762', 'ENSOCUG00000025878', 'ENSMODG00000015320', 'ENSMMUG00000003479']
['ENSG00000123728', 'ENSMUSG00000050029', 'ENSGALG00000006061', 'ENSRNOG00000002529', 'ENSOCUG00000010321', 'ENSMODG00000015308', 'ENSMMUG00000048745']
['ENSG00000076770', 'ENSMUSG00000036109', 'ENSGALG00000053597', 'ENSRNOG00000002487', 'ENSOCUG00000014979', 'ENSMODG00000015304', 'ENSMMUG00000003071']
['ENSG00000171004', 'ENSMUSG00000062184', 'ENSGALG00000034250', 'ENSRNOG00000030880', 'ENSOCUG00000008183', 'ENSMODG00000015297', 'ENSMMUG00000004198']
['ENSG00000076716', 'ENSMUSG00000031119', 'ENSGALG00000006080', 'ENSRNOG00000002413', 'ENSOCUG00000015005', 'ENSMODG00000015295', 'ENSMMUG00000003456']
['ENSG00000147257', 'ENSMUSG00000055653', 'ENSGALG00000006087', 'ENSRNOG00000060179', 'ENSOCUG00000001752', 'ENSMODG00000015268', 'ENSMMUG00000009622']
['ENSG00000284499', 'ENSMUSG00000070106', 'ENSGALG00000049537', 'ENSRNOG00000036273', 'ENSOCUG00000019142', 'ENSMODG00000027068', 'ENSMMUG00000027127']
['ENSG00000198689', 'ENSMUSG00000060681', 'ENSGALG00000006180', 'ENSRNOG00000000879', 'ENSOCUG00000013167', 'ENSMODG00000020517', 'ENSMMUG00000011271']
['ENSG00000022267', 'ENSMUSG00000023092', 'ENSGALG00000006190', 'ENSRNOG00000000875', 'ENSOCUG00000006034', 'ENSMODG00000010867', 'ENSMMUG00000007922']
['ENSG00000129680', 'ENSMUSG00000067878', 'ENSGALG00000041423', 'ENSRNOG00000027831', 'ENSOCUG00000006534', 'ENSMODG00000028900', 'ENSMMUG00000000297']
['ENSG00000102239', 'ENSMUSG00000031130', 'ENSGALG00000006406', 'ENSRNOG00000000873', 'ENSOCUG00000022548', 'ENSMODG00000014090', 'ENSMMUG00000052892']
['ENSG00000102243', 'ENSMUSG00000031131', 'ENSGALG00000006412', 'ENSRNOG00000059006', 'ENSOCUG00000028060', 'ENSMODG00000014085', 'ENSMMUG00000047144']
['ENSG00000102245', 'ENSMUSG00000031132', 'ENSGALG00000006415', 'ENSRNOG00000000871', 'ENSOCUG00000003911', 'ENSMODG00000039059', 'ENSMMUG00000013773']
['ENSG00000129675', 'ENSMUSG00000031133', 'ENSGALG00000006439', 'ENSRNOG00000000869', 'ENSOCUG00000000255', 'ENSMODG00000014073', 'ENSMMUG00000013768']
['ENSG00000206979', 'ENSMUSG00000065110', 'ENSGALG00000025014', 'ENSRNOG00000054559', 'ENSOCUG00000019315', 'ENSMODG00000026038', 'ENSMMUG00000045373']
['ENSG00000156925', 'ENSMUSG00000067860', 'ENSGALG00000031144', 'ENSRNOG00000000861', 'ENSOCUG00000009358', 'ENSMODG00000014029', 'ENSMMUG00000002023']
['ENSG00000101981', 'ENSMUSG00000031138', 'ENSGALG00000006513', 'ENSRNOG00000003430', 'ENSOCUG00000005240', 'ENSMODG00000014012', 'ENSMMUG00000020064']
['ENSG00000101977', 'ENSMUSG00000031139', 'ENSGALG00000006562', 'ENSRNOG00000003435', 'ENSOCUG00000027534', 'ENSMODG00000014008', 'ENSMMUG00000020066']
['ENSG00000101974', 'ENSMUSG00000062949', 'ENSGALG00000006623', 'ENSRNOG00000003472', 'ENSOCUG00000013087', 'ENSMODG00000013991', 'ENSMMUG00000007234']
['ENSG00000185985', 'ENSMUSG00000036790', 'ENSGALG00000009192', 'ENSRNOG00000011562', 'ENSOCUG00000002285', 'ENSMODG00000013898', 'ENSMMUG00000009719']
['ENSG00000102081', 'ENSMUSG00000000838', 'ENSGALG00000009177', 'ENSRNOG00000057464', 'ENSOCUG00000014621', 'ENSMODG00000005550', 'ENSMMUG00000015814']
['ENSG00000155966', 'ENSMUSG00000031189', 'ENSGALG00000009168', 'ENSRNOG00000052572', 'ENSOCUG00000013873', 'ENSMODG00000005570', 'ENSMMUG00000000466']
['ENSG00000171100', 'ENSMUSG00000031337', 'ENSGALG00000009096', 'ENSRNOG00000002516', 'ENSOCUG00000016688', 'ENSMODG00000005671', 'ENSMMUG00000022371']
['ENSG00000063601', 'ENSMUSG00000015214', 'ENSGALG00000009085', 'ENSRNOG00000002697', 'ENSOCUG00000016698', 'ENSMODG00000005714', 'ENSMMUG00000016607']
['ENSG00000102195', 'ENSMUSG00000056380', 'ENSGALG00000009067', 'ENSRNOG00000011335', 'ENSOCUG00000005566', 'ENSMODG00000049844', 'ENSMMUG00000001620']
['ENSG00000102287', 'ENSMUSG00000031340', 'ENSGALG00000020292', 'ENSRNOG00000061182', 'ENSOCUG00000009667', 'ENSMODG00000005850', 'ENSMMUG00000010936']
['ENSG00000011677', 'ENSMUSG00000031343', 'ENSGALG00000007269', 'ENSRNOG00000056558', 'ENSOCUG00000008480', 'ENSMODG00000005899', 'ENSMMUG00000001540']
['ENSG00000147383', 'ENSMUSG00000031349', 'ENSGALG00000007493', 'ENSRNOG00000057814', 'ENSOCUG00000007899', 'ENSMODG00000005941', 'ENSMMUG00000013176']
['ENSG00000185825', 'ENSMUSG00000002015', 'ENSGALG00000035236', 'ENSRNOG00000055756', 'ENSOCUG00000017921', 'ENSMODG00000008300', 'ENSMMUG00000012744']
['ENSG00000102030', 'ENSMUSG00000031388', 'ENSGALG00000041676', 'ENSRNOG00000060063', 'ENSOCUG00000001111', 'ENSMODG00000045161', 'ENSMMUG00000000322']
['ENSG00000169057', 'ENSMUSG00000031393', 'ENSGALG00000047963', 'ENSRNOG00000056659', 'ENSOCUG00000013147', 'ENSMODG00000011643', 'ENSMMUG00000018704']
['ENSG00000102125', 'ENSMUSG00000009995', 'ENSGALG00000033185', 'ENSRNOG00000053023', 'ENSOCUG00000000885', 'ENSMODG00000008851', 'ENSMMUG00000005498']
['ENSG00000130826', 'ENSMUSG00000031403', 'ENSGALG00000005054', 'ENSRNOG00000055562', 'ENSOCUG00000012646', 'ENSMODG00000009243', 'ENSMMUG00000005768']
['ENSG00000185010', 'ENSMUSG00000031196', 'ENSGALG00000005077', 'ENSRNOG00000031197', 'ENSOCUG00000000142', 'ENSMODG00000009313', 'ENSMMUG00000010245']
['ENSG00000185973', 'ENSMUSG00000079834', 'ENSGALG00000007443', 'ENSRNOG00000000729', 'ENSOCUG00000008669', 'ENSMODG00000006132', 'ENSMMUG00000009481']
['ENSG00000168939', 'ENSMUSG00000061654', 'ENSGALG00000007448', 'ENSRNOG00000060153', 'ENSOCUG00000022218', 'ENSMODG00000025401', 'ENSMMUG00000051319']
['ENSG00000124334', 'ENSMUSG00000020279', 'ENSGALG00000006394', 'ENSRNOG00000020630', 'ENSOCUG00000009546', 'ENSMODG00000028058', 'ENSMMUG00000002016']
['ENSG00000134193', 'ENSMUSG00000027876', 'ENSGALG00000002931', 'ENSRNOG00000019046', 'ENSOCUG00000005773', 'ENSMODG00000018685', 'ENSMMUG00000060387']
['ENSG00000134240', 'ENSMUSG00000027875', 'ENSGALG00000002960', 'ENSRNOG00000019120', 'ENSOCUG00000005767', 'ENSMODG00000028020', 'ENSMMUG00000023097']
['ENSG00000116882', 'ENSMUSG00000027870', 'ENSGALG00000014766', 'ENSRNOG00000019470', 'ENSOCUG00000017949', 'ENSMODG00000005385', 'ENSMMUG00000016567']
['ENSG00000116874', 'ENSMUSG00000004233', 'ENSGALG00000014772', 'ENSRNOG00000019508', 'ENSOCUG00000012330', 'ENSMODG00000049612', 'ENSMMUG00000041046']
['ENSG00000092607', 'ENSMUSG00000027868', 'ENSGALG00000014776', 'ENSRNOG00000019565', 'ENSOCUG00000012320', 'ENSMODG00000005319', 'ENSMMUG00000009257']
['ENSG00000155761', 'ENSMUSG00000027867', 'ENSGALG00000035228', 'ENSRNOG00000037196', 'ENSOCUG00000007586', 'ENSMODG00000005306', 'ENSMMUG00000008519']
['ENSG00000196505', 'ENSMUSG00000027865', 'ENSGALG00000014794', 'ENSRNOG00000019754', 'ENSOCUG00000007568', 'ENSMODG00000005215', 'ENSMMUG00000008509']
['ENSG00000065183', 'ENSMUSG00000033285', 'ENSGALG00000014791', 'ENSRNOG00000019670', 'ENSOCUG00000007572', 'ENSMODG00000005243', 'ENSMMUG00000008513']
['ENSG00000134258', 'ENSMUSG00000051076', 'ENSGALG00000014820', 'ENSRNOG00000015279', 'ENSOCUG00000026343', 'ENSMODG00000047962', 'ENSMMUG00000016964']
['ENSG00000143061', 'ENSMUSG00000042035', 'ENSGALG00000036738', 'ENSRNOG00000023851', 'ENSOCUG00000005284', 'ENSMODG00000005063', 'ENSMMUG00000008157']
['ENSG00000134247', 'ENSMUSG00000027864', 'ENSGALG00000015464', 'ENSRNOG00000015655', 'ENSOCUG00000000608', 'ENSMODG00000005096', 'ENSMMUG00000016900']
['ENSG00000134253', 'ENSMUSG00000033233', 'ENSGALG00000014818', 'ENSRNOG00000015347', 'ENSOCUG00000000237', 'ENSMODG00000005160', 'ENSMMUG00000015976']
['ENSG00000163399', 'ENSMUSG00000033161', 'ENSGALG00000032247', 'ENSRNOG00000030019', 'ENSOCUG00000001324', 'ENSMODG00000005035', 'ENSMMUG00000008151']
['ENSG00000173212', 'ENSMUSG00000044313', 'ENSGALG00000015006', 'ENSRNOG00000016044', 'ENSOCUG00000015382', 'ENSMODG00000004947', 'ENSMMUG00000000431']
['ENSG00000163393', 'ENSMUSG00000033147', 'ENSGALG00000015016', 'ENSRNOG00000033051', 'ENSOCUG00000015370', 'ENSMODG00000004931', 'ENSMMUG00000011860']
['ENSG00000173218', 'ENSMUSG00000027860', 'ENSGALG00000015025', 'ENSRNOG00000016477', 'ENSOCUG00000016240', 'ENSMODG00000023229', 'ENSMMUG00000008967']
['ENSG00000118729', 'ENSMUSG00000027861', 'ENSGALG00000015018', 'ENSRNOG00000016243', 'ENSOCUG00000010594', 'ENSMODG00000004914', 'ENSMMUG00000008970']
['ENSG00000134259', 'ENSMUSG00000027859', 'ENSGALG00000002556', 'ENSRNOG00000016571', 'ENSOCUG00000000659', 'ENSMODG00000004863', 'ENSMMUG00000062180']
['ENSG00000134200', 'ENSMUSG00000027857', 'ENSGALG00000002550', 'ENSRNOG00000016793', 'ENSOCUG00000023876', 'ENSMODG00000004806', 'ENSMMUG00000058261']
['ENSG00000134198', 'ENSMUSG00000027858', 'ENSGALG00000002554', 'ENSRNOG00000023338', 'ENSOCUG00000001279', 'ENSMODG00000004828', 'ENSMMUG00000017421']
['ENSG00000052723', 'ENSMUSG00000027854', 'ENSGALG00000002147', 'ENSRNOG00000017502', 'ENSOCUG00000016457', 'ENSMODG00000004700', 'ENSMMUG00000001973']
['ENSG00000009307', 'ENSMUSG00000068823', 'ENSGALG00000002139', 'ENSRNOG00000061058', 'ENSOCUG00000016438', 'ENSMODG00000004685', 'ENSMMUG00000001974']
['ENSG00000213281', 'ENSMUSG00000027852', 'ENSGALG00000026692', 'ENSRNOG00000023079', 'ENSOCUG00000022455', 'ENSMODG00000004590', 'ENSMMUG00000049105']
['ENSG00000116748', 'ENSMUSG00000070385', 'ENSGALG00000002082', 'ENSRNOG00000018656', 'ENSOCUG00000016424', 'ENSMODG00000004578', 'ENSMMUG00000001978']
['ENSG00000175984', 'ENSMUSG00000007379', 'ENSGALG00000002038', 'ENSRNOG00000018716', 'ENSOCUG00000016789', 'ENSMODG00000000348', 'ENSMMUG00000014497']
['ENSG00000116752', 'ENSMUSG00000005687', 'ENSGALG00000002002', 'ENSRNOG00000018783', 'ENSOCUG00000016784', 'ENSMODG00000000367', 'ENSMMUG00000043063']
['ENSG00000197323', 'ENSMUSG00000033014', 'ENSGALG00000001976', 'ENSRNOG00000018946', 'ENSOCUG00000016427', 'ENSMODG00000000443', 'ENSMMUG00000014620']
['ENSG00000184599', 'ENSMUSG00000055865', 'ENSGALG00000026585', 'ENSRNOG00000030253', 'ENSOCUG00000000280', 'ENSMODG00000027725', 'ENSMMUG00000058665']
